workerid	completion	condition	item	sentence1	slide_number
50	bowling committee bowled over with a surprise gift of a fruit bowl was delighted	obj_ext_RC	5_obj_ext_RC	The bowler who the	12
50	jumped out from behind the ambulance waving the victims spleen at pleased the medic.	SC_RC	CRITICAL_5	The confirmation that the frightened child who the medic	13
50	was trying to convince that the fly was in the soup before he brought it to the table showed the customer a photograph of the soup 'flyless' prior to bringing it out of the kitchen	RC_RC_an	3_RC_RC_an	The waiter who the customer who	14
50	was extorting, scared him	SC_RC	CRITICAL_9	The inkling that the savvy politician who the banker	15
50	patient fell in love with was not human	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	16
50	fell from his horse.	sub_ext_RC	5_sub_ext_RC	The jockey who	17
50	had an illicit love affair with, double crossed the officer and ultimately murdered her with a blunt axe, chicken wire and a poisoned candle.	SC_RC	CRITICAL_11	The fact that the alleged criminal who the officer	18
50	g string and bra that he wore because, he's a lumberjack and he's ok, he works all night and he sleeps all day.	filler	filler_35	The lumberjack sweated under the	19
50	hated because his hair was always so damn perfect.	SC_RC	CRITICAL_4	The disclosure that the famous sculptor who the painter	20
50	tried again for another bowel movement but alas there was nothing, this had now been going on for three weeks and she had gained 3 stone during this time and was afraid she was going to burst like a messy balloon	filler	filler_29	She drummed her fingers against the table as she	21
50	seasons ago the series 'Lost' made sense.	filler	filler_16	Four score and seven	22
50	relied upon to take him to legitimate places annoyed him.	SC_RC	CRITICAL_7	The assertion that the taxi driver who the tourist	23
50	made drink his own urine filed a lawsuit against him.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	24
50	did not turn up to was then left to myself to sing, which was hilarious because i sound like a drunken hippo, turned out to be a success.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	25
50	tub of mayonnaise stuck in my pocket again i will need to buy new trousers.	filler	filler_3	If I ever get another	26
50	owned a range rover bought a range to take his range to so he could be the ranger who could cook on his range with his range brought by his range rover 	sub_ext_RC	4_sub_ext_RC	The ranger who	27
50	suck	filler	filler_5	Outdoor games and picnics	28
50	was winking at as she peered down the telescopic sight of the sniper rifle while sitting 4.3 miles away in the basket of a hot air balloon started to have second thoughts was mind blowing.	SC_RC	CRITICAL_6	The realization that the conservative senator who the diplomat	29
50	the annual choir and chug outing at the vodka factory in the small village of chigglestown	filler	filler_34	The choir made a lot of noise in the back of the bus after	30
50	had to extract it from another orifice, which made him laugh because its at the exact opposite end of where he usually works, still had a distinct smell	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	31
50	do the bartman	filler	filler_24	The aviators gathered together at the library to	32
50	owes his life too, proposed today and the swimmer said no.	SC_RC	CRITICAL_1	The story that the courageous lifesaver who the swimmer	33
50	turnip actually belonged too was irate when he found it had been turned in to soup by Marjory down at the local weigh and save	obj_ext_RC	4_obj_ext_RC	The paralegal who the	34
50	woke from an operation to find him kissing him, surprised the queen as she though her husband was heterosexual 	SC_RC	CRITICAL_2	The admission that the famous surgeon who the patient	35
50	married only the week before came out of the closet and admitted that he was actually not a lawyer but he was a juror as well	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	36
50	supper	filler	filler_27	The horses ran down the hill to the barn before	37
50	loved to write long words as he thought it made him look more photosynthesis.	SC_RC	CRITICAL_10	The belief that the aspiring entrepreneur who the philanthropist	38
50	switch off the tv and go and do something less boring instead, you'll get square eyes.	filler	filler_6	If you don't	39
50	voted realized he had done a tick instead of a cross.	sub_ext_RC	2_sub_ext_RC	The voter who	40
50	congratulate her on becoming the first lady to walk on pluto.	filler	filler_40	The old man phoned his younger sister to	41
50	would eventually fall in love with has to be man, astounded feminists from Brighton this evening.	SC_RC	CRITICAL_8	The assumption that the leading man who the starlet	42
51	the wearing of masks in shops due to coronavirus.	filler	filler	Annabelle was generally against	4
51	Could get a place at a very good university.	filler	filler	The gardener's son won a scholarship, so he	5
51	That it was his birthday.	filler	filler	When Frank woke up, he remembered	6
51	Bright sunshine.	filler	filler_35	The lumberjack sweated under the	7
51	Missed the deadline for postal votes was devastated.	sub_ext_RC	2_sub_ext_RC	The voter who	8
51	Winning at the awards ceremony.	filler	filler_34	The choir made a lot of noise in the back of the bus after	9
51	Knew the outcome of the case before it ended.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	10
51	Knew was incorrect.	SC_RC	CRITICAL_7	The assertion that the mad scientist who the mayor	11
51	Made a mistake with the bill caused a scene.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	12
51	Wanted to meet, never happened because of the coronavirus.	SC_RC	CRITICAL_1	The story that the famous sculptor who the painter	13
51	Went to school together did not get on.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	14
51	Person is diagnosed with cancer,	filler	filler_14	Every 20 minutes in the US a	15
51	Won I’m a celebrity is number one at the moment.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	16
51	Gazed out the window daydreaming.	filler	filler_29	She drummed her fingers against the table as she	17
51	Was following met with the president was questionable.	SC_RC	CRITICAL_11	The fact that the violent extremist who the agent	18
51	Are great fun.	filler	filler_5	Outdoor games and picnics	19
51	Tell her about his day.	filler	filler_40	The old man phoned his younger sister to	20
51	Recommended was made public.	SC_RC	CRITICAL_3	The declaration that the aspiring entrepreneur who the philanthropist	21
51	Dog I will get a Labrador.	filler	filler_3	If I ever get another	22
51	Looks after my daughter has is really nice.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	23
51	Looked after became a famous actor pleased him.	SC_RC	CRITICAL_10	The belief that the frightened child who the medic	24
51	Looked after the parks noticed bear prints.	sub_ext_RC	4_sub_ext_RC	The ranger who	25
51	Supported wasn’t going to attend the event caused unnecessary disappointment.	SC_RC	CRITICAL_8	The assumption that the young violinist who the sponsors	26
51	Getting caught in the hedge.	filler	filler_27	The horses ran down the hill to the barn before	27
51	Worked on film sets wrote were such an amazing read.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	28
51	Knew from university had committed murder came out in public.	SC_RC	CRITICAL_4	The disclosure that the school principal who the teacher	29
51	 Little bird went to had to put it down,	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	30
51	Put forward for a special award won.	SC_RC	CRITICAL_0	The report that the courageous lifesaver who the swimmer	31
51	Club recommend for Our team was Perfect.	obj_ext_RC	5_obj_ext_RC	The bowler who the	32
51	Had been treating died after completing it was a great disappointment.	SC_RC	CRITICAL_6	The realization that the marathon runner who the psychiatrist	33
51	Wins.	filler	filler_16	Four score and seven	34
51	Put together a report to present tomorrow.	filler	filler_24	The aviators gathered together at the library to	35
51	Man wanted to represent him was unavailable.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	36
51	Knew was a crook did not go down well.	SC_RC	CRITICAL_2	The admission that the savvy politician who the banker	37
51	Try you will never know if you could.	filler	filler_6	If you don't	38
51	Loved was deceased was a shock.	SC_RC	CRITICAL_5	The confirmation that the old preacher who the parishioners	39
51	Eaten a McDonald’s without her.	filler	filler_12	Carl admitted to Larissa the he had	40
51	Won the race had the odds against him.	sub_ext_RC	5_sub_ext_RC	The jockey who	41
51	Had fallen in love was tricking her was not true.	SC_RC	CRITICAL_9	The inkling that the cunning trickster who the woman	42
52	that he had arranged to meet his friends for lunch.	filler	filler	When Frank woke up, he remembered	4
52	asked all of his friends to celebrate with him.	filler	filler	The gardener's son won a scholarship, so he	5
52	discrimination of any kind.	filler	filler	Annabelle was generally against	6
52	ask if she was ok and needed anything.	filler	filler_40	The old man phoned his younger sister to	7
52	had fallen foul of, was guilty.	SC_RC	CRITICAL_2	The admission that the cunning trickster who the woman	8
52	patrolled the perimeter of the forest checked for fires.	sub_ext_RC	4_sub_ext_RC	The ranger who	9
52	accused of making a mistake was unfounded.	SC_RC	CRITICAL_8	The assumption that the office clerk who the customer	10
52	is an old way of saying eighty seven.	filler	filler_16	Four score and seven	11
52	had decorated with a medal was exciting.	SC_RC	CRITICAL_1	The story that the military commander who the president	12
52	rode in the race and won was a skilful rider.	sub_ext_RC	5_sub_ext_RC	The jockey who	13
52	had very little subject knowledge, was very accurate.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	14
52	knew, had saved a person, was false.	SC_RC	CRITICAL_0	The report that the courageous lifesaver who the swimmer	15
52	person is shot.	filler	filler_14	Every 20 minutes in the US a	16
52	are prohibited on the grass.	filler	filler_5	Outdoor games and picnics	17
52	operated on my teeth gave to me,  has run out of ink.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	18
52	shot at, is true.	SC_RC	CRITICAL_3	The declaration that the violent extremist who the agent	19
52	knew the judge, spoke to, was lying	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	20
52	eat you vegetables, you won't get any pudding.	filler	filler_6	If you don't	21
52	it almost crashed.	filler	filler_34	The choir made a lot of noise in the back of the bus after	22
52	law firm had employed, had no qualifications.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	23
52	declared fit to run, was able to complete the marathon, was correct.	SC_RC	CRITICAL_10	The belief that the marathon runner who the psychiatrist	24
52	taught maths knew, was good at his job.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	25
52	had arrested, was innocent, was being investigated.	SC_RC	CRITICAL_7	The assertion that the alleged criminal who the officer	26
52	the riders had a chance to mount them.	filler	filler_27	The horses ran down the hill to the barn before	27
52	hot sun.	filler	filler_35	The lumberjack sweated under the	28
52	sang it, said was a sad song, was a happy song.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	29
52	relied on, was not mad at all, was no surprise.	SC_RC	CRITICAL_11	The fact that the mad scientist who the mayor	30
