condition	correct_answer	given_answer	item	rating	sentence	slide_number	workerid
0	NA	NA	17	2	The proof that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	44	73
filler	Y	Y	filler	3	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	45	73
0	NA	NA	1	2	The story that the school principal who the teacher had an affair with had been fired was quoted in the newspaper.	46	73
filler	NA	NA	filler	2	The officer cautioned the driver about the explorer who was talking on the phone while driving.	47	73
filler	NA	NA	filler	3	The salesman called the buyer about the rifle who was looking for antiques from the war.	48	73
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	49	73
filler	N	N	filler	4	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	50	73
filler	NA	NA	filler	4	The critic complimented the director about the play who was asked to write the screenplay.	51	73
filler	NA	NA	filler	5	The neighbor approached the owner about the dog who was building a doghouse over the property line.	52	73
filler	Y	Y	filler	4	The librarian delivered the books with many photographs to the building which depicted horses.	53	73
2	NA	NA	9	3	The suggestion that the suspected mobster who the media portrayed in detail turned out to be true.	54	73
filler	Y	Y	filler	2	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	55	73
filler	NA	NA	filler	3	The parent called the teacher about the class who was giving bad grades to foreign students.	56	73
filler	NA	NA	filler	4	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	57	73
filler	NA	NA	filler	2	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	58	73
filler	N	N	filler	2	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	59	73
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	60	73
filler	NA	NA	filler	4	The activist petitioned the sponsor about the bill who was speaking out against immigration.	61	73
0	NA	NA	5	5	The evidence that the successful CEO who the employee impressed with his enthusiam wanted to retire was entirely correct.	62	73
2	NA	NA	16	3	The news that the famous surgeon who the patient accused of malpractice was not a surprise.	63	73
filler	NA	NA	filler	3	The homeowner consulted the architect about the house who was worried about being behind schedule.	64	73
filler	NA	NA	filler	5	The republican challenged the president about the nation who was elected by the left-wing opposition.	65	73
0	NA	NA	13	2	The suspicion that the injured victims who the criminal had assaulted were going to survive calmed everyone down.	66	73
filler	NA	NA	filler	2	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	67	73
filler	NA	NA	filler	1	The student petitioned the professors regarding the course.	68	73
filler	N	N	filler	1	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	69	73
filler	NA	NA	filler	3	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	70	73
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	71	73
filler	Y	Y	filler	5	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	72	73
2	NA	NA	15	3	The claim that the office clerk who the customer called on the phone seemed absurd.	73	73
2	NA	NA	3	4	The confirmation that the shady trader who the businessman consulted for advice was confirmed.	74	73
filler	NA	NA	filler	4	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	7	74
filler	N	N	filler	4	The florist sent the flowers on the table to the boy that were very expensive.	8	74
filler	NA	NA	filler	1	The principal criticized the instructors for the program.	9	74
filler	N	N	filler	2	The delivery man left the package with two labels on the porch which were printed with an address.	10	74
filler	NA	NA	filler	4	The republican challenged the president about the nation who was elected by the left-wing opposition.	11	74
filler	N	N	filler	5	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	12	74
0	NA	NA	18	5	The admission that the shady trader who the businessman consulted for advice acted on insider information was confirmed.	13	74
filler	Y	Y	filler	1	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	14	74
2	NA	NA	9	3	The suggestion that the office clerk who the customer called on the phone seemed absurd.	15	74
2	NA	NA	3	4	The confirmation that the leading man who the starlet fell in love with almost made her cry.	16	74
0	NA	NA	11	2	The belief that the suspected mobster who the media portrayed in detail was on the run turned out to be true.	17	74
filler	NA	NA	filler	4	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	18	74
filler	Y	Y	filler	4	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	19	74
filler	Y	Y	filler	3	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	20	74
filler	N	N	filler	1	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	21	74
filler	NA	NA	filler	3	The reporter approached the victim about the attack who was injured by the suicide bomber.	22	74
0	NA	NA	16	2	The news that the violent extremist who the agent had just tracked down was going to get an award was disconcerting.	23	74
filler	N	N	filler	1	The two children walked slowly in front of their mother as they gradually approached the playground.	24	74
filler	NA	NA	filler	3	The activist petitioned the sponsor about the bill who was speaking out against immigration.	25	74
filler	NA	NA	filler	2	The officer cautioned the driver about the explorer who was talking on the phone while driving.	26	74
filler	NA	NA	filler	3	The neighbor approached the owner about the dog who was building a doghouse over the property line.	27	74
filler	Y	Y	filler	2	The librarian delivered the books with many photographs to the building which depicted horses.	28	74
filler	NA	NA	filler	3	The salesman called the buyer about the rifle who was looking for antiques from the war.	29	74
0	NA	NA	2	2	The disclosure that the conservative senator who the diplomat opposed in the election won in the run-off really made him angry.	30	74
2	NA	NA	19	5	The declaration that the marathon runner who the psychiatrist treated for his illness was ridiculous.	31	74
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	32	74
0	NA	NA	12	2	The inkling that the school principal who the teacher had an affair with had been fired was quoted in the newspaper.	33	74
filler	N	N	filler	3	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	34	74
filler	Y	Y	filler	4	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	35	74
2	NA	NA	4	3	The information that the famous surgeon who the patient accused of malpractice was not a surprise.	36	74
0	NA	NA	5	1	The evidence that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	37	74
2	NA	NA	1	1	The story that the young violinist who the sponsors backed financially is likely true.	38	74
filler	NA	NA	filler	2	The host complimented the author about the book who was being interviewed on all the talk shows.	39	74
filler	Y	Y	filler	5	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	40	74
filler	NA	NA	filler	4	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	41	74
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	42	74
