workerid	completion	condition	item	sentence1	slide_number
1398	38	neben dem Pferd ist, ist hübsch.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	39
1399	39	Hans heißt, ist nicht sehr schlau.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	36
1400	39	so sehr mag, die Gemeinde verlassen muss, nicht von Gott gefällt wurde.	SC_RC	EMBEDDED_3	Klaus hat erzählt, dass die Entscheidung, dass der Pfarrer, den das Gemeindemitglied	22
1401	39	ihr mitzuteilen, dass er keine Socken mehr besitzt.	filler	filler_40	Der alte Mann rief seine Schwester an, um	21
1402	39	erschreckt hatte, daran gestorben ist, wahr ist.	SC_RC	EMBEDDED_4	Ich denke nicht, dass der Bericht, dass der Junge, den der Clown	17
1403	39	eine Straftat.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	23
1404	39	sich nur ein Wasser bestellte, angemault hatte, ist nun am weinen.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	16
1405	39	sehr gut in seinem Beruf ist, vor 3 Jahren verloren hat, liegt unter seinem Bett.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	34
1406	39	betreut, Drogen nimmt, könnte ihn seine Titel kosten.	SC_RC	EMBEDDED_1	Lisa hat gesagt, dass die Entdeckung, dass der Marathonläufer, den der Psychiater	35
1407	39	beim spicken erwischt hatte, keine Unterhose trug, wahr ist.	SC_RC	EMBEDDED_11	Die Leute glauben, dass die Befürchtung, dass der Student, den der Professor	15
1408	39	ich nicht ausstehen kann, hat zwei Kinder.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	24
1409	39	Kuchen sehe, werde ich diesen essen müssen.	filler	filler_3	Wenn ich jemals noch einen	25
1410	39	ausgeraubt hat, selbst der Täter war, gar nicht so dumm sei.	SC_RC	EMBEDDED_6	Peter sagte mir, dass die Überzeugung, dass der Buchhändler, den der Dieb	26
1411	39	an seinen höchst merkwürdigen Traum.	filler	filler	Als Frank aufwachte, erinnerte er sich	6
1412	39	mit viel Geld unterstützt, doch gar nicht so nett ist, stimmen soll.	SC_RC	EMBEDDED_10	Ich habe gehört, dass die Annahme, dass der Unternehmer, den der Wohltäter	28
1413	39	seinen Achseln.	filler	filler_35	Der Holzfäller schwitzte unter	29
1414	39	keiner mag, ist nun in Rente gegangen.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	30
1415	39	so gut in seinem Sport ist, wird eine Auszeichnung erhalten.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	27
1416	39	neu in seinem Job ist, zum ersten Mal gesehen hat, ist sehr gut in seinem Job.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	19
1417	39	engagiert hat, ein Spion ist, wahr sein könnte.	SC_RC	EMBEDDED_8	Ibrahim hat gemeint, dass die Mutmaßung, dass der Marketingspezialist, den die Künstlerin	20
1418	39	das spielen mit Puppen.	filler	filler	Annabelle war generell gegen	4
1419	39	konnte er studieren gehen.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	5
1420	39	seit langem drogenabhängig ist, geschrieben hat, ist sehr obszön.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	12
1421	39	mit einem Schüler erwischt hat, schwul ist, kein Beleg ist.	SC_RC	EMBEDDED_0	Vorher erfuhr Angela, dass der Beleg, dass der Schulleiter, den der Lehrer	9
1422	39	jeder in der Stadt mag, geht in Rente.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	10
1423	39	in einem äußerst hässlichen T-Shirt gesehen hatte, unbegründet war.	SC_RC	EMBEDDED_2	Luigi hat gedacht, dass die Kritik, dass der Nachbar, den der Mann	11
1424	39	sie sich eine Karotte schnappten.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	18
1425	39	gab es mehr Bienen als heute.	filler	filler_16	Vor langer Zeit	13
1426	39	zusammen zu lernen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	41
1427	39	nicht ausstehen kann, sofort umziehen soll, begründet ist.	SC_RC	EMBEDDED_5	Niemand denkt wirklich, dass die Aufforderung, dass der Wissenschaftler, den der Bürgermeister	42
1428	39	sind sehr gut für die Psyche.	filler	filler_5	Spiele und Picknicks im Freien	38
1429	39	sie ihren Wettbewerb gewonnen hatten.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	31
1430	39	seit 20 Jahren unterrichtet, nur 3 mal gesehen hat, ist nun verliebt in ihn.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	32
1431	39	geheiratet hat, schon 3 Kindern mit anderen Frauen hat, nicht möglich sein kann.	SC_RC	EMBEDDED_7	Hans hat behauptet, dass die Vermutung, dass der Bildhauer, den die Anwältin	33
1432	39	schon 7 Nummer Eins Hits hatte, veröffentlicht hat, wird ein großer Erfolg.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	39
1433	39	mit mir redest werde ich mir einen anderen Gesprächspartner suchen müssen.	filler	filler_6	Wenn du nicht	40
1434	39	unterstützen, schon Millionen verdient hat, wahr ist.	SC_RC	EMBEDDED_9	Gestern sagte Norbert, dass die Feststellung, dass der Geigenspieler, den die Sponsoren	37
1435	40	,dass er noch seinen Kollegen anrufen muss.	filler	filler	Als Frank aufwachte, erinnerte er sich	4
1436	40	seit Jahren in Rente ist, veröffentlicht hat, ist Gold wert.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	32
1437	40	vom Pferd gefallen ist, lebt noch.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	33
1438	40	verteidigte, namens Peter, welche unberechtigt ist, es sei völlig verständlich.	SC_RC	EMBEDDED_3	Gestern sagte Norbert, dass die Kritik, dass der Bildhauer, den die Anwältin	34
1439	40	alle nur Rudi nannten, war verschwunden.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	25
1440	40	erschreckt hatte, Krebs hat, erschütternd ist.	SC_RC	EMBEDDED_10	Die Leute glauben, dass die Feststellung, dass der Junge, den der Clown	26
1441	40	Manfred heißt, nicht leiden kann, hat einen neuen Fall bekommen.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	27
1442	40	Schlager singt, performt hat, klingt schrecklich.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	28
1443	40	ermordet hat, der in der Müllerstraße wohnt, berechtigt ist.	SC_RC	EMBEDDED_2	Niemand denkt wirklich, dass der Zweifel, dass der Nachbar, den der Mann	29
1444	40	erkannt hatte und der Ralf heißt, ganz klar auf der Hand liegt.	SC_RC	EMBEDDED_0	Luigi hat gedacht, dass der Beleg, dass der Betrüger, den die Frau	31
1445	40	ermordet hat, wahr ist.	SC_RC	EMBEDDED_4	Hans hat behauptet, dass der Bericht, dass der Buchhändler, den der Dieb	14
1446	40	sie alle nur als Justus kannten, war verheiratet.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	15
1447	40	von den Männern zu Gesicht bekomme, verlasse ich die Stadt.	filler	filler_3	Wenn ich jemals noch einen	16
1448	40	ich so gerne mag, wechselt den Verein.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	35
1449	40	lebten noch Dinosaurier.	filler	filler_16	Vor langer Zeit	36
1450	40	unterstützen, welcher weltbekannt ist, die jeder hat, stimmt.	SC_RC	EMBEDDED_8	Ich denke nicht, dass die Auffassung, dass der Geigenspieler, den die Sponsoren	37
1451	40	in sie verliebt ist.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	39
1452	40	als unhöflich beschreibt, wahr ist.	SC_RC	EMBEDDED_6	Ich habe gehört, dass die Tatsache, dass der Taxifahrer, den der Tourist	40
1453	40	die AFD wählt hat in der Regel eine geringe Intelligenz.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	41
1454	40	ausgewählt hat, ein Islamist ist, wahr ist.	SC_RC	EMBEDDED_9	Klaus hat erzählt, dass die Mutmaßung, dass der Extremist, den der Agent	42
1455	40	erschossen hat, unter Ausschluss der Öffentlichkeit begraben wird, von vielen geteilt wird.	SC_RC	EMBEDDED_7	Lisa hat gesagt, dass die Ansicht, dass der Kriminelle, den der Polizist	11
1456	40	zu recherchieren.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	12
1457	40	der Blitz einschlug.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	13
1458	40	nicht bezahlt hatte, anschrie, hieß Georg.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	18
1459	40	nicht ernstnahm, bald vor das Gericht geht.	SC_RC	EMBEDDED_5	Ibrahim hat gemeint, dass die Klage, dass der Chirurg, den der Patient	19
1460	40	sie zu fragen wie es ihr geht.	filler	filler_40	Der alte Mann rief seine Schwester an, um	20
1461	40	die Chorfahrt beendet war.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	17
1462	40	unterstützt hatte, Alkoholiker war, allgemein bekannt ist.	SC_RC	EMBEDDED_1	Vorher erfuhr Angela, dass die Entdeckung, dass der Unternehmer, den der Wohltäter	22
1463	40	nicht mag, wahr werden wird.	SC_RC	EMBEDDED_11	Peter sagte mir, dass die Befürchtung, dass der Abgeordnete, den die Diplomatin	8
1464	40	gerne Spargel isst, interviewte, ist verstorben.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	9
1465	40	ein Autounfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	21
1466	40	Abtreibungen.	filler	filler	Annabelle war generell gegen	6
1467	40	mit Vornamen Holger heißt, benutzt, ist leer.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	7
1468	40	zog er nach Barcelona.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	5
1469	41	geheiratet hat, die Aufgabe erledigen soll, gut war.	SC_RC	EMBEDDED_5	Ibrahim hat gemeint, dass die Entscheidung, dass der Marketingspezialist, den die Künstlerin	29
1470	41	gerade in Rente gegangen ist, ausgewählt hat, ist sehr kompetent.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	27
1471	41	sozialdemokratisch ist, wählt die SPD.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	28
1472	41	ihn umgebracht hat.	SC_RC	EMBEDDED_3	Niemand denkt wirklich, dass die Entdeckung, dass das Opfer, das der Verbrecher	10
1473	41	Atomkraft.	filler	filler	Annabelle war generell gegen	6
1474	41	das Problem mit dem Flugzeug zu lösen. 	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	8
1475	41	Vogel sehe, falle ich um.	filler	filler_3	Wenn ich jemals noch einen	9
1476	41	im Wald lebt, wacht jeden Tag um 5 Uhr auf.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	16
1477	41	sie erfahren haben, dass sie den Preis gewonnen haben.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	11
1478	41	ausgewählt hat, nicht nett ist, überraschend war.	SC_RC	EMBEDDED_9	Hans hat behauptet, dass die Erkenntnis, dass der Händler, den der Unternehmer	12
1479	41	gestorben ist, geschrieben hat, wurde verbrannt.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	13
1480	41	an den gestrigen Tag.	filler	filler	Als Frank aufwachte, erinnerte er sich	4
1481	41	zog er nach Berlin um.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	5
1482	41	angegriffen hat, zurückgeschlagen ist, nicht wichtig ist.	SC_RC	EMBEDDED_8	Lisa hat gesagt, dass die Tatsache, dass der Unternehmer, den der Wohltäter	23
1483	41	sie liebt.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	24
1484	41	angespuckt hat, ihn umgebracht hat, wichtig ist.	SC_RC	EMBEDDED_0	Ich denke nicht, dass die Kritik, dass der Chirurg, den der Patient	25
1485	41	Anna kennt, ist sehr empfehlenswert.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	26
1486	41	angegriffen hat, zurückgeschlagen hat, falsch ist.	SC_RC	EMBEDDED_2	Die Leute glauben, dass die Klage, dass der Chef, den der Angestellte	17
1487	41	Anna sah, war schön.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	18
1488	41	angegriffen hat, in Ohnmacht gefallen ist, falsch ist.	SC_RC	EMBEDDED_7	Luigi hat gedacht, dass die Annahme, dass der Junge, den der Clown	19
1489	41	morgen auftritt, singt, ist nicht schön.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	31
1490	41	gab es noch keine Glühbirnen.	filler	filler_16	Vor langer Zeit	22
1491	41	der Blitz einschlug.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	37
1492	41	umgebracht hat, seinen Sohn missbraucht hat, wahr ist.	SC_RC	EMBEDDED_11	Gestern sagte Norbert, dass die Befürchtung, dass der Pfarrer, den das Gemeindemitglied	38
1493	41	geheiratet hat, ein Mörder ist, nicht wahr ist.	SC_RC	EMBEDDED_4	Ich habe gehört, dass der Bericht, dass der Schauspieler, den der Star	21
1494	41	gerettet hat, in das Krankenhaus soll, richtig klingt.	SC_RC	EMBEDDED_1	Klaus hat erzählt, dass die Anordnung, dass das Kind, das der Sanitäter	42
1495	41	ein Mord.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	35
1496	41	Anna konsultiert, hilft ihr viel.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	32
1497	41	Nudel bestellt hat, zu sich rief, war nicht glücklich.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	40
1498	41	vom Pferd gefallen ist, hat sich das Bein gebrochen.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	34
1499	41	seiner dicken Jacke.	filler	filler_35	Der Holzfäller schwitzte unter	36
1500	41	festgenommen hat, die Tasche gestohlen ist, nicht sicher steht.	SC_RC	EMBEDDED_10	Vorher erfuhr Angela, dass die Ansicht, dass der Kriminelle, den der Polizist	33
1501	42	letztes Jahr verstarb, noch vor seinem Tod fertigstellen wollte, wurde gestern in seinem Namen veröffentlicht.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	35
1502	42	alle anderen Juristen beneiden, ist einsam.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	34
1503	42	musste er von zuhause wegziehen	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
1504	42	als gewalttätig beschuldigt und der deswegen gefeuert wurde, die richtige Entscheidung war.	SC_RC	EMBEDDED_1	Gestern sagte Norbert, dass die Entscheidung, dass der Schulleiter, den der Lehrer	36
1505	42	das Patriachat	filler	filler	Annabelle war generell gegen	6
1506	42	ihr von seiner tödlichen Krankheit zu erzählen	filler	filler_40	Der alte Mann rief seine Schwester an, um	7
1507	42	in seinem Artikel beschrieb, ein Mörder sei, berechigt ist.	SC_RC	EMBEDDED_0	Die Leute glauben, dass die Klage, dass der Mafioso, den der Journalist	8
1508	42	an die Party von letzter Nacht	filler	filler	Als Frank aufwachte, erinnerte er sich	5
1509	42	tot aus dem See fischte, von seiner Mutter ertränkt worden sein soll, erfunden wurde.	SC_RC	EMBEDDED_6	Vorher erfuhr Angela, dass die Tatsache, dass das Kind, das der Sanitäter	15
1510	42	an ihren Schlagzeugauftritt letzten Freitag dachte.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	16
1511	42	der heißen Sommerhitze beim Holzfällen.	filler	filler_35	Der Holzfäller schwitzte unter	17
1512	42	viele Leute als herzlos beschreiben, rettete gestern ein Fohlen vor dem Ertrinken.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	18
1513	42	ermordete, erst 10 Jahre alt war, sich für wahr herausstellte.	SC_RC	EMBEDDED_10	Lisa hat gesagt, dass die Mutmaßung, dass der Junge, den der Clown	19
1514	42	zum ersten Mal öffentlich auftrat, gestern sang, brachte die Audienz zum weinen.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	20
1515	42	das Unwetter sie erreichte.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	21
1516	42	als korrupt betitelt, auch noch Steuern hinterzieht, sehr populär ist.	SC_RC	EMBEDDED_9	Ibrahim hat gemeint, dass die Ansicht, dass der Politiker, den der Banker	22
1517	42	an der Universität Berlin Medienwissenschaften lehrt, vor Jahren aus seinem Hörsaal wurf	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	9
1518	42	Bücher über die Flugkunst auszuleihen	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	10
1519	42	als Satanisten beschuldigt,wirklich ein Zeichen des Satanismus ist.	SC_RC	EMBEDDED_4	Klaus hat erzählt, dass das Zeichen, dass der Pfarrer, den das Gemeindemitglied	11
1520	42	sich in ihre Schwester verliebt hat	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	12
1521	42	bei uns im Ort eine Praxis leitet, benutzt, ist gelb. 	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	14
1522	42	als der beste Richter der Stadt gilt, sehr gerne hat, auch sein Ehemann ist.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	29
1523	42	mehr braucht man im Sommer nicht.	filler	filler_5	Spiele und Picknicks im Freien	31
1524	42	als Fälscher überführte,trotzdem ein sehr guter Bildhauer war, nichts mit dem Fall zutun hat.	SC_RC	EMBEDDED_3	Hans hat behauptet, dass die Kritik, dass der Bildhauer, den die Anwältin	32
1525	42	die Afd wählt, ist dumm.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	33
1526	42	gestern den ersten Platz gewann, feierte die ganze Nacht.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	23
1527	42	Relativsatz lese, dann werde ich verrückt.	filler	filler_3	Wenn ich jemals noch einen	25
1528	42	ausraubte, vollständige Kompensation von der Versicherung erhalten soll, eine viel geteilte Überzeugung sei.	SC_RC	EMBEDDED_11	Luigi hat gedacht, dass die Überzeugung, dass der Buchhändler, den der Dieb	26
1529	42	alle Kinder als Vorbild haben, möchte selbst keine Kinder haben.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	37
1530	42	jeden Abend beobachtet, wirklich ein Mörder ist, von den meisten Leuten verdrängt wird.	SC_RC	EMBEDDED_7	Ich habe gehört, dass die Feststellung, dass der Nachbar, den der Mann	28
1531	42	ein Fuchs die Straße.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	42
1532	42	auf frischer Tat ertappte, seit Jahren fremdgegangen ist, sehr schmerzhaft sein muss.	SC_RC	EMBEDDED_8	Peter sagte mir, dass die Erkenntnis, dass der Betrüger, den die Frau	38
1533	42	lebst, dann bist du tot.	filler	filler_6	Wenn du nicht	27
1534	42	lebten Dinosaurier auf der Erde.	filler	filler_16	Vor langer Zeit	40
1535	42	ein kaltes Schnitzel bekam, anschrie, wurde wütend und schlug den Kunden.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	41
1536	42	den Wald beschützt, muss nur selten Tiere schießen.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	39
1537	43	im Wald arbeitet, trägt grüne Kleidung.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	38
1538	43	anschuldigte, unschuldig war, stimmt.	SC_RC	EMBEDDED_7	Peter sagte mir, dass die Tatsache, dass der Büroangestellte, den der Kunde	36
1539	43	auf Welttour geht, singt, ist wunderschön. 	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	37
1540	43	an seinen Traum	filler	filler	Als Frank aufwachte, erinnerte er sich	6
1541	43	seinem Hemd.	filler	filler_35	Der Holzfäller schwitzte unter	7
1542	43	ihn plötzlich sah.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	8
1543	43	ein Unfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	9
1544	43	seine Ausbildung vor 10 Jahren abgeschlossen hat, hielt, war nagelneu. 	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	10
1545	43	auswählte, nicht gut schauspielern konnte, nicht richtig war. 	SC_RC	EMBEDDED_9	Die Leute glauben, dass die Auffassung, dass der Schauspieler, den der Star	11
1546	43	meine Tante besucht, ist sehr nett zu ihrem Haustier. 	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	12
1547	43	nicht ausstehen kann, machte, ihn unsympathisch machte. 	SC_RC	EMBEDDED_3	Hans hat behauptet, dass das Zeichen, dass der Chef, den der Angestellte	13
1548	43	ging er für das Studium ins Ausland. 	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	5
1549	43	in Schutz nahm, nur seinem eigenen Nutzen nachgehe, berechtigt ist.	SC_RC	EMBEDDED_1	Lisa hat gesagt, dass die Kritik, dass der Abgeordnete, den die Diplomatin	19
1550	43	ihm von der Neuigkeit zu berichten.	filler	filler_40	Der alte Mann rief seine Schwester an, um	20
1551	43	habe ich mein Abitur gemacht.	filler	filler_16	Vor langer Zeit	21
1552	43	gerade gefrühstückt hat, hat braune Haare.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	22
